,movie_and_date,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year,index,tconst,primary_title,original_title,start_year,runtime_minutes,genres,profit,profit_ratio,profit_lmh
141,A Hologram for the King_2016,47,2016-04-22,A Hologram for the King,35000000,4212494,11846010,2016,50238,tt2980210,A Hologram for the King,A Hologram for the King,2016,98.0,"Comedy,Drama,Romance",-23153990,0.3384574285714286,low
142,The Sisters Brothers_2018,82,2018-09-21,The Sisters Brothers,38000000,3143056,13143056,2018,85850,tt4971344,The Sisters Brothers,Les frères Sisters,2018,122.0,"Adventure,Comedy,Crime",-24856944,0.3458698947368421,low
143,Restless_2011,25,2011-09-16,Restless,8000000,163753,2772511,2011,8306,tt1498569,Restless,Restless,2011,91.0,"Drama,Romance",-5227489,0.346563875,low
144,Suspiria_2018,81,2018-10-26,Suspiria,20000000,2483472,7034615,2018,3555,tt1034415,Suspiria,Suspiria,2018,152.0,"Fantasy,Horror,Mystery",-12965385,0.35173075,low
145,Captive State_2019,97,2019-03-15,Captive State,25000000,5958315,8993300,2019,102059,tt5968394,Captive State,Captive State,2019,109.0,"Sci-Fi,Thriller",-16006700,0.359732,low
146,On the Road_2013,17,2013-03-22,On the Road,25000000,720828,9313302,2013,68078,tt3872966,On the Road,On the Road,2013,87.0,Documentary,-15686698,0.37253208,low
147,Heist_2015,25,2015-11-13,Heist,8900000,50136,3324131,2015,88075,tt5112932,Heist,Heist,2015,47.0,Action,-5575869,0.37349786516853933,low
148,Heist_2015,25,2015-11-13,Heist,8900000,50136,3324131,2015,55997,tt3276924,Heist,Heist,2015,93.0,"Action,Crime,Thriller",-5575869,0.37349786516853933,low
149,The Rover_2014,47,2014-06-13,The Rover,8500000,1109199,3180252,2014,37030,tt2345737,The Rover,The Rover,2014,103.0,"Action,Crime,Drama",-5319748,0.3741472941176471,low
150,Unfinished Business_2015,32,2015-03-06,Unfinished Business,35000000,10219501,13214051,2015,37468,tt2358925,Unfinished Business,Unfinished Business,2015,91.0,"Comedy,Drama",-21785949,0.3775443142857143,low
151,Take Me Home Tonight_2011,48,2011-03-04,Take Me Home Tonight,19000000,6928068,7576604,2011,298,tt0810922,Take Me Home Tonight,Take Me Home Tonight,2011,97.0,"Comedy,Drama,Romance",-11423396,0.3987686315789474,low
152,Paranoia_2013,19,2013-08-16,Paranoia,40000000,7388654,16340767,2013,7387,tt1413495,Paranoia,Paranoia,2013,106.0,"Drama,Thriller",-23659233,0.408519175,low
153,Destroyer_2018,5,2018-12-25,Destroyer,9000000,1533324,3681096,2018,118992,tt7137380,Destroyer,Destroyer,2018,121.0,"Action,Crime,Drama",-5318904,0.4090106666666667,low
154,Bleed for This_2016,65,2016-11-18,Bleed for This,16000000,5083906,6603926,2016,11139,tt1620935,Bleed for This,Bleed for This,2016,117.0,"Biography,Drama,Sport",-9396074,0.412745375,low
155,Chasing Mavericks_2012,67,2012-10-26,Chasing Mavericks,20000000,6002756,8300821,2012,11387,tt1629757,Chasing Mavericks,Chasing Mavericks,2012,116.0,"Biography,Drama,Sport",-11699179,0.41504105,low
156,Black Nativity_2013,63,2013-11-27,Black Nativity,17500000,7018188,7285135,2013,7483,tt1425922,Black Nativity,Black Nativity,2013,93.0,"Drama,Family,Music",-10214865,0.4162934285714286,low
157,Midnight Special_2016,35,2016-03-18,Midnight Special,18000000,3712282,7680250,2016,44643,tt2649554,Midnight Special,Midnight Special,2016,112.0,"Action,Drama,Mystery",-10319750,0.42668055555555556,low
158,Genius_2016,10,2016-06-10,Genius,17000000,1361045,7265283,2016,14023,tt1703957,Genius,Genius,2016,104.0,"Biography,Drama",-9734717,0.42736958823529414,low
159,Dark Phoenix_2019,3,2019-06-07,Dark Phoenix,350000000,42762350,149762350,2019,112147,tt6565702,Dark Phoenix,Dark Phoenix,2019,113.0,"Action,Adventure,Sci-Fi",-200237650,0.42789242857142856,low
160,Miss Sloane_2016,36,2016-11-25,Miss Sloane,18000000,3500605,7719630,2016,79146,tt4540710,Miss Sloane,Miss Sloane,2016,132.0,"Drama,Thriller",-10280370,0.42886833333333335,low
161,Dangerous Liaisons_2012,31,2012-11-09,Dangerous Liaisons,24200000,17000,10447579,2012,27011,tt2071441,Dangerous Liaisons,Wi-heom-han gyan-gye,2012,110.0,"Drama,Mystery,Romance",-13752421,0.43171814049586776,low
162,Happy Christmas_2014,4,2014-07-25,Happy Christmas,70000,30312,30312,2014,49750,tt2955096,Happy Christmas,Happy Christmas,2014,82.0,"Comedy,Drama",-39688,0.43302857142857143,low
163,The Young Messiah_2016,17,2016-03-11,The Young Messiah,16800000,6469813,7313697,2016,725,tt1002563,The Young Messiah,The Young Messiah,2016,111.0,"Drama,Fantasy",-9486303,0.4353391071428571,low
164,The Infiltrator_2016,32,2016-07-13,The Infiltrator,47500000,15436808,20718104,2016,6950,tt1355631,The Infiltrator,The Infiltrator,2016,127.0,"Biography,Crime,Drama",-26781896,0.4361706105263158,low
165,A Most Violent Year_2014,68,2014-12-31,A Most Violent Year,20000000,5749134,8846875,2014,49389,tt2937898,A Most Violent Year,A Most Violent Year,2014,125.0,"Crime,Drama,Thriller",-11153125,0.44234375,low
166,Straw Dogs_2011,88,2011-09-16,Straw Dogs,25000000,10324441,11253821,2011,557,tt0999913,Straw Dogs,Straw Dogs,2011,110.0,"Action,Drama,Thriller",-13746179,0.45015284,low
167,Serenity_2019,93,2019-01-25,Serenity,25000000,8547045,11367029,2019,110967,tt6476140,Serenity,Serenity,2019,106.0,"Drama,Mystery,Sci-Fi",-13632971,0.45468116,low
168,Max Steel_2016,68,2016-10-14,Max Steel,10000000,3818664,4563080,2016,8021,tt1472584,Max Steel,Max Steel,2016,92.0,"Action,Adventure,Family",-5436920,0.456308,low
169,Free State of Jones_2016,81,2016-06-24,Free State of Jones,50000000,20810036,23237252,2016,5618,tt1124037,Free State of Jones,Free State of Jones,2016,139.0,"Action,Biography,Drama",-26762748,0.46474504,low
170,The Gunman_2015,15,2015-03-20,The Gunman,40000000,10664749,18594227,2015,41914,tt2515034,The Gunman,The Gunman,2015,115.0,"Action,Crime,Drama",-21405773,0.464855675,low
171,The East_2013,99,2013-05-31,The East,6500000,2274649,3027956,2013,21079,tt1869716,The East,The East,2013,116.0,"Adventure,Drama,Thriller",-3472044,0.4658393846153846,low
172,Higher Ground_2011,25,2011-08-23,Higher Ground,1800000,841056,842693,2011,9515,tt1562568,Higher Ground,Higher Ground,2011,109.0,Drama,-957307,0.46816277777777776,low
173,Jem and the Holograms_2015,53,2015-10-23,Jem and the Holograms,5000000,2184640,2368937,2015,62907,tt3614530,Jem and the Holograms,Jem and the Holograms,2015,118.0,"Adventure,Drama,Family",-2631063,0.4737874,low
174,The Neon Demon_2016,68,2016-06-24,The Neon Demon,7500000,1333124,3559803,2016,24039,tt1974419,The Neon Demon,The Neon Demon,2016,117.0,"Horror,Thriller",-3940197,0.4746404,low
175,Popstar: Never Stop Never Stopping_2016,47,2016-06-03,Popstar: Never Stop Never Stopping,20000000,9496130,9537120,2016,69443,tt3960412,Popstar: Never Stop Never Stopping,Popstar: Never Stop Never Stopping,2016,87.0,"Comedy,Music",-10462880,0.476856,low
176,The Rum Diary_2011,16,2011-10-28,The Rum Diary,45000000,13109815,21544732,2011,62,tt0376136,The Rum Diary,The Rum Diary,2011,119.0,"Comedy,Drama",-23455268,0.4787718222222222,low
177,The Kid Who Would Be King_2019,55,2019-01-25,The Kid Who Would Be King,59000000,16790790,28348446,2019,114975,tt6811018,The Kid Who Would Be King,The Kid Who Would Be King,2019,120.0,"Action,Adventure,Family",-30651554,0.48048213559322034,low
178,Dhoom 3_2013,60,2013-12-20,Dhoom 3,24000000,8031955,11723620,2013,19452,tt1833673,Dhoom 3,Dhoom:3,2013,172.0,"Action,Thriller",-12276380,0.48848416666666666,low
179,Blue Like Jazz_2012,72,2012-04-13,Blue Like Jazz,1200000,595018,595018,2012,16393,tt1758575,Blue Like Jazz,Blue Like Jazz,2012,108.0,"Comedy,Drama",-604982,0.49584833333333334,low
180,Red State_2011,22,2011-09-23,Red State,4000000,1065429,1983596,2011,391,tt0873886,Red State,Red State,2011,88.0,"Action,Crime,Horror",-2016404,0.495899,low
181,Attack the Block_2011,7,2011-07-29,Attack the Block,13000000,1024175,6459183,2011,8085,tt1478964,Attack the Block,Attack the Block,2011,88.0,"Action,Comedy,Sci-Fi",-6540817,0.49686023076923075,low
182,The Art of Getting By_2011,20,2011-06-17,The Art of Getting By,4000000,1430241,1989035,2011,11845,tt1645080,The Art of Getting By,The Art of Getting By,2011,83.0,"Drama,Romance",-2010965,0.49725875,low
183,Thank You for Your Service_2017,48,2017-10-27,Thank You for Your Service,20000000,9479390,9985316,2017,46697,tt2776878,Thank You for Your Service,Thank You for Your Service,2017,109.0,"Biography,Drama,War",-10014684,0.4992658,low
184,Metallica Through the Never_2013,37,2013-09-27,Metallica Through the Never,18000000,3419967,9082906,2013,30797,tt2172935,Metallica Through the Never,Metallica Through the Never,2013,93.0,Music,-8917094,0.5046058888888889,low
185,Mortdecai_2015,48,2015-01-23,Mortdecai,60000000,7696134,30396134,2015,51397,tt3045616,Mortdecai,Mortdecai,2015,107.0,"Action,Comedy,Crime",-29603866,0.5066022333333333,low
186,Silence_2016,42,2016-12-23,Silence,46500000,7100177,23726626,2016,213,tt0490215,Silence,Silence,2016,161.0,"Adventure,Drama,History",-22773374,0.5102500215053763,low
187,Extraordinary Measures_2010,33,2010-01-22,Extraordinary Measures,31000000,12482741,15826984,2010,6127,tt1244659,Extraordinary Measures,Extraordinary Measures,2010,106.0,Drama,-15173016,0.5105478709677419,low
188,Stolen_2012,53,2012-09-14,Stolen,35000000,289773,17967746,2012,12283,tt1656186,Stolen,Stolen,2012,96.0,"Action,Crime,Thriller",-17032254,0.5133641714285714,low
189,The Homesman_2014,70,2014-11-14,The Homesman,16000000,2429989,8217571,2014,39115,tt2398231,The Homesman,The Homesman,2014,122.0,"Drama,Western",-7782429,0.5135981875,low
190,A Thousand Words_2012,1,2012-03-09,A Thousand Words,40000000,18450127,20790486,2012,234,tt0763831,A Thousand Words,A Thousand Words,2012,91.0,"Comedy,Drama",-19209514,0.51976215,low
191,Beautiful Boy_2018,95,2018-10-12,Beautiful Boy,25000000,7634767,13031424,2018,5986,tt1226837,Beautiful Boy,Beautiful Boy,2018,120.0,"Biography,Drama",-11968576,0.52125696,low
192,Your Highness_2011,78,2011-04-08,Your Highness,50000000,21596445,26121638,2011,6093,tt1240982,Your Highness,Your Highness,2011,102.0,"Adventure,Comedy,Fantasy",-23878362,0.52243276,low
193,Sabotage_2014,29,2014-03-28,Sabotage,35000000,10508518,18376443,2014,15672,tt1742334,Sabotage,Sabotage,2014,109.0,"Action,Crime,Drama",-16623557,0.5250412285714285,low
194,Centurion_2010,46,2010-08-27,Centurion,15000000,123570,7885048,2010,2079,tt1020558,Centurion,Centurion,2010,97.0,"Action,Adventure,Drama",-7114952,0.5256698666666667,low
195,Upside Down_2013,4,2013-03-15,Upside Down,50000000,102118,26387039,2013,55453,tt3248078,Upside Down,Upside Down,2013,,Documentary,-23612961,0.52774078,low
196,Two Night Stand_2014,60,2014-09-26,Two Night Stand,1600000,15600,868081,2014,29811,tt2140619,Two Night Stand,Two Night Stand,2014,86.0,"Comedy,Romance",-731919,0.542550625,low
197,Trash_2015,46,2015-10-09,Trash,12000000,17484,6553186,2015,81997,tt4713454,Trash,Trash,2015,88.0,Drama,-5446814,0.5460988333333333,low
198,UglyDolls_2019,6,2019-05-03,UglyDolls,45000000,19894664,24644664,2019,23198,tt1946502,UglyDolls,UglyDolls,2019,87.0,"Adventure,Animation,Comedy",-20355336,0.5476592,low
199,23 Blast_2014,64,2014-10-24,23 Blast,1000000,549185,549185,2014,35445,tt2304459,23 Blast,23 Blast,2014,98.0,"Drama,Family,Sport",-450815,0.549185,low
200,The Space Between Us_2017,84,2017-02-03,The Space Between Us,30000000,7885294,16481405,2017,69098,tt3922818,The Space Between Us,The Space Between Us,2017,120.0,"Adventure,Drama,Romance",-13518595,0.5493801666666667,low
201,The Runaways_2010,57,2010-03-19,The Runaways,9500000,3573673,5278632,2010,1849,tt1017451,The Runaways,The Runaways,2010,106.0,"Biography,Drama,Music",-4221368,0.5556454736842106,low
202,Underdogs_2013,41,2013-08-16,Underdogs,2500000,35017,1392649,2013,29234,tt2123342,Underdogs,Underdogs,2013,102.0,"Drama,Family,Sport",-1107351,0.5570596,low
203,Underdogs_2013,41,2013-08-16,Underdogs,2500000,35017,1392649,2013,11526,tt1634003,Underdogs,Metegol,2013,106.0,"Adventure,Animation,Family",-1107351,0.5570596,low
204,Repo Men_2010,13,2010-03-19,Repo Men,32000000,13942007,18195238,2010,5457,tt1053424,Repo Men,Repo Men,2010,111.0,"Action,Crime,Sci-Fi",-13804762,0.5686011875,low
205,Anonymous_2011,90,2011-10-28,Anonymous,27500000,4463292,15815509,2011,8651,tt1521197,Anonymous,Anonymous,2011,130.0,"Drama,Thriller",-11684491,0.5751094181818182,low
206,Veronica Mars_2014,63,2014-03-14,Veronica Mars,6000000,3322127,3485383,2014,46587,tt2771372,Veronica Mars,Veronica Mars,2014,107.0,"Crime,Drama,Mystery",-2514617,0.5808971666666667,low
207,"Roman J. Israel, Esq._2017",40,2017-11-17,"Roman J. Israel, Esq.",22000000,11962712,12967012,2017,102533,tt6000478,"Roman J. Israel, Esq.","Roman J. Israel, Esq.",2017,122.0,"Crime,Drama,Thriller",-9032988,0.5894096363636364,low
208,Redemption_2013,97,2013-06-28,Redemption,23000000,36686,13593473,2013,51570,tt3059814,Redemption,Redemption,2013,115.0,"Drama,Music,Thriller",-9406527,0.5910205652173913,low
209,Redemption_2013,97,2013-06-28,Redemption,23000000,36686,13593473,2013,52466,tt3104228,Redemption,Sha jie,2013,110.0,"Family,Horror,Romance",-9406527,0.5910205652173913,low
210,Redemption_2013,97,2013-06-28,Redemption,23000000,36686,13593473,2013,56065,tt3279418,Redemption,Redemption,2013,106.0,"Drama,Mystery,Thriller",-9406527,0.5910205652173913,low
211,Redemption_2013,97,2013-06-28,Redemption,23000000,36686,13593473,2013,21779,tt1893256,Redemption,Hummingbird,2013,100.0,"Action,Crime,Drama",-9406527,0.5910205652173913,low
212,Pride and Prejudice and Zombies_2016,74,2016-02-05,Pride and Prejudice and Zombies,28000000,10907291,16638300,2016,7061,tt1374989,Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,2016,108.0,"Action,Comedy,Horror",-11361700,0.594225,low
213,R.I.P.D._2013,55,2013-07-19,R.I.P.D.,130000000,33618855,79076678,2013,270,tt0790736,R.I.P.D.,R.I.P.D.,2013,96.0,"Action,Adventure,Comedy",-50923322,0.6082821384615384,low
214,Gotti_2018,64,2018-06-15,Gotti,10000000,4286367,6089100,2018,18119,tt1801552,Gotti,Gotti,2018,112.0,"Biography,Crime,Drama",-3910900,0.60891,low
215,31_2016,85,2016-10-21,31,1500000,779820,922727,2016,67384,tt3835080,31,31,2016,102.0,"Horror,Thriller",-577273,0.6151513333333334,low
216,Sin City: A Dame to Kill For_2014,16,2014-08-22,Sin City: A Dame to Kill For,65000000,13757804,40650842,2014,143,tt0458481,Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,2014,102.0,"Crime,Thriller",-24349158,0.6253975692307693,low
217,The Apparition_2012,4,2012-08-24,The Apparition,17000000,4936819,10637281,2012,7569,tt1433822,The Apparition,The Apparition,2012,83.0,"Horror,Thriller",-6362719,0.6257224117647059,low
218,The Other Dream Team_2012,53,2012-09-28,The Other Dream Team,500000,134109,314444,2012,10697,tt1606829,The Other Dream Team,The Other Dream Team,2012,89.0,"Documentary,Sport",-185556,0.628888,low
219,Tusk_2014,28,2014-09-19,Tusk,3000000,1821983,1887554,2014,52335,tt3099498,Tusk,Tusk,2014,102.0,"Comedy,Drama,Horror",-1112446,0.6291846666666666,low
220,Jab Tak Hai Jaan_2012,64,2012-11-13,Jab Tak Hai Jaan,9200000,3047539,5806666,2012,30885,tt2176013,Jab Tak Hai Jaan,Jab Tak Hai Jaan,2012,176.0,"Drama,Romance",-3393334,0.631159347826087,low
221,Big Miracle_2012,99,2012-02-03,Big Miracle,40000000,20157300,25268680,2012,7536,tt1430615,Big Miracle,Big Miracle,2012,107.0,"Biography,Drama,Family",-14731320,0.631717,low
222,Only the Brave_2017,75,2017-10-20,Only the Brave,38000000,18340051,24555177,2017,67281,tt3829920,Only the Brave,Only the Brave,2017,134.0,"Action,Biography,Drama",-13444823,0.6461888684210526,low
223,Four Lions_2010,79,2010-11-05,Four Lions,3750000,310007,2436111,2010,6854,tt1341167,Four Lions,Four Lions,2010,97.0,"Comedy,Crime,Drama",-1313889,0.6496296,low
224,Dead Man Down_2013,78,2013-03-08,Dead Man Down,30000000,10895295,19599974,2013,28425,tt2101341,Dead Man Down,Dead Man Down,2013,118.0,"Action,Crime,Drama",-10400026,0.6533324666666667,low
225,Getaway_2013,20,2013-08-30,Getaway,18000000,10501938,11813989,2013,30599,tt2167202,Getaway,Getaway,2013,90.0,"Action,Crime,Thriller",-6186011,0.6563327222222223,low
226,Wild Target_2010,28,2010-10-29,Wild Target,8000000,109338,5314194,2010,6052,tt1235189,Wild Target,Wild Target,2010,98.0,"Action,Comedy,Crime",-2685806,0.66427425,low
227,The Signal_2014,26,2014-06-13,The Signal,4000000,600896,2665322,2014,48884,tt2910814,The Signal,The Signal,2014,97.0,"Drama,Mystery,Sci-Fi",-1334678,0.6663305,low
228,Baahubali: The Beginning_2015,21,2015-07-10,Baahubali: The Beginning,40000000,6738000,26736665,2015,44255,tt2631186,Baahubali: The Beginning,Bahubali: The Beginning,2015,159.0,"Action,Drama",-13263335,0.668416625,low
229,My Soul to Take_2010,68,2010-10-08,My Soul to Take,25000000,14744435,16727470,2010,390,tt0872230,My Soul to Take,My Soul to Take,2010,107.0,"Horror,Mystery,Thriller",-8272530,0.6690988,low
230,Queen of Katwe_2016,6,2016-09-23,Queen of Katwe,15000000,8874389,10055481,2016,76054,tt4341582,Queen of Katwe,Queen of Katwe,2016,124.0,"Biography,Drama,Sport",-4944519,0.6703654,low
231,Aloha_2015,3,2015-05-29,Aloha,37000000,21052030,25387091,2015,6123,tt1243974,Aloha,Aloha,2015,105.0,"Comedy,Drama,Romance",-11612909,0.6861375945945946,low
232,Out of the Furnace_2013,41,2013-12-04,Out of the Furnace,22000000,11330849,15434375,2013,5883,tt1206543,Out of the Furnace,Out of the Furnace,2013,116.0,"Crime,Drama,Thriller",-6565625,0.7015625,low
233,The Finest Hours_2016,36,2016-01-29,The Finest Hours,70000000,27569558,49252761,2016,25744,tt2025690,The Finest Hours,The Finest Hours,2016,117.0,"Action,Drama,History",-20747239,0.7036108714285715,low
234,Conan the Barbarian_2011,76,2011-08-19,Conan the Barbarian,90000000,21295021,63356133,2011,309,tt0816462,Conan the Barbarian,Conan the Barbarian,2011,113.0,"Action,Adventure,Fantasy",-26643867,0.7039570333333334,low
235,Snowden_2016,79,2016-09-16,Snowden,50000000,21587519,35380918,2016,66188,tt3774114,Snowden,Snowden,2016,134.0,"Biography,Drama,Thriller",-14619082,0.70761836,low
236,Anomalisa_2015,6,2015-12-30,Anomalisa,8000000,3759286,5706168,2015,39299,tt2401878,Anomalisa,Anomalisa,2015,90.0,"Animation,Comedy,Drama",-2293832,0.713271,low
237,Proud Mary_2018,50,2018-01-12,Proud Mary,30000000,20868638,21709539,2018,109355,tt6421110,Proud Mary,Proud Mary,2018,89.0,"Action,Crime,Drama",-8290461,0.7236513,low
238,Whiskey Tango Foxtrot_2016,6,2016-03-04,Whiskey Tango Foxtrot,35000000,23083334,25350747,2016,61544,tt3553442,Whiskey Tango Foxtrot,Whiskey Tango Foxtrot,2016,112.0,"Biography,Comedy,Drama",-9649253,0.7243070571428571,low
239,The Thing_2011,77,2011-10-14,The Thing,38000000,16999934,27573078,2011,436,tt0905372,The Thing,The Thing,2011,103.0,"Horror,Mystery,Sci-Fi",-10426922,0.7256073157894737,low
240,I Spit on Your Grave_2010,37,2010-10-08,I Spit on Your Grave,1750000,93051,1278471,2010,6105,tt1242432,I Spit on Your Grave,I Spit on Your Grave,2010,108.0,"Horror,Thriller",-471529,0.7305548571428572,low
241,Battle of the Sexes_2017,76,2017-09-22,Battle of the Sexes,25000000,12638526,18445379,2017,80445,tt4622512,Battle of the Sexes,Battle of the Sexes,2017,121.0,"Biography,Comedy,Drama",-6554621,0.73781516,low
242,Inherent Vice_2014,56,2014-12-12,Inherent Vice,20000000,8110975,14772346,2014,17766,tt1791528,Inherent Vice,Inherent Vice,2014,148.0,"Comedy,Crime,Drama",-5227654,0.7386173,low
243,A Dangerous Method_2011,69,2011-11-23,A Dangerous Method,20000000,5702083,14807531,2011,9725,tt1571222,A Dangerous Method,A Dangerous Method,2011,99.0,"Biography,Drama,Romance",-5192469,0.74037655,low
244,Red Dawn_2012,1,2012-11-21,Red Dawn,65000000,44806783,48164150,2012,6045,tt1234719,Red Dawn,Red Dawn,2012,93.0,"Action,Sci-Fi,Thriller",-16835850,0.740986923076923,low
245,Wanderlust_2012,88,2012-02-24,Wanderlust,32500000,17288155,24159934,2012,12262,tt1655460,Wanderlust,Wanderlust,2012,98.0,"Comedy,Romance",-8340066,0.7433825846153846,low
