,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year,movie_and_date
0,1,2009-12-18,Avatar,"$425,000,000","$760,507,625","$2,776,345,279",2009,Avatar_2009
1,2,2011-05-20,Pirates of the Caribbean: On Stranger Tides,"$410,600,000","$241,063,875","$1,045,663,875",2011,Pirates of the Caribbean: On Stranger Tides_2011
2,3,2019-06-07,Dark Phoenix,"$350,000,000","$42,762,350","$149,762,350",2019,Dark Phoenix_2019
3,4,2015-05-01,Avengers: Age of Ultron,"$330,600,000","$459,005,868","$1,403,013,963",2015,Avengers: Age of Ultron_2015
4,5,2017-12-15,Star Wars Ep. VIII: The Last Jedi,"$317,000,000","$620,181,382","$1,316,721,747",2017,Star Wars Ep. VIII: The Last Jedi_2017
5,6,2015-12-18,Star Wars Ep. VII: The Force Awakens,"$306,000,000","$936,662,225","$2,053,311,220",2015,Star Wars Ep. VII: The Force Awakens_2015
6,7,2018-04-27,Avengers: Infinity War,"$300,000,000","$678,815,482","$2,048,134,200",2018,Avengers: Infinity War_2018
7,8,2007-05-24,Pirates of the Caribbean: At Worldâs End,"$300,000,000","$309,420,425","$963,420,425",2007,Pirates of the Caribbean: At Worldâs End_2007
8,9,2017-11-17,Justice League,"$300,000,000","$229,024,295","$655,945,209",2017,Justice League_2017
9,10,2015-11-06,Spectre,"$300,000,000","$200,074,175","$879,620,923",2015,Spectre_2015
10,11,2012-07-20,The Dark Knight Rises,"$275,000,000","$448,139,099","$1,084,439,099",2012,The Dark Knight Rises_2012
11,12,2018-05-25,Solo: A Star Wars Story,"$275,000,000","$213,767,512","$393,151,347",2018,Solo: A Star Wars Story_2018
12,13,2013-07-02,The Lone Ranger,"$275,000,000","$89,302,115","$260,002,115",2013,The Lone Ranger_2013
13,14,2012-03-09,John Carter,"$275,000,000","$73,058,679","$282,778,100",2012,John Carter_2012
14,15,2010-11-24,Tangled,"$260,000,000","$200,821,936","$586,477,240",2010,Tangled_2010
15,16,2007-05-04,Spider-Man 3,"$258,000,000","$336,530,303","$894,860,230",2007,Spider-Man 3_2007
16,17,2016-05-06,Captain America: Civil War,"$250,000,000","$408,084,349","$1,140,069,413",2016,Captain America: Civil War_2016
17,18,2016-03-25,Batman v Superman: Dawn of Justice,"$250,000,000","$330,360,194","$867,500,281",2016,Batman v Superman: Dawn of Justice_2016
18,19,2012-12-14,The Hobbit: An Unexpected Journey,"$250,000,000","$303,003,568","$1,017,003,568",2012,The Hobbit: An Unexpected Journey_2012
19,20,2009-07-15,Harry Potter and the Half-Blood Prince,"$250,000,000","$302,089,278","$935,213,767",2009,Harry Potter and the Half-Blood Prince_2009
20,21,2013-12-13,The Hobbit: The Desolation of Smaug,"$250,000,000","$258,366,855","$960,366,855",2013,The Hobbit: The Desolation of Smaug_2013
21,22,2014-12-17,The Hobbit: The Battle of the Five Armies,"$250,000,000","$255,119,788","$945,577,621",2014,The Hobbit: The Battle of the Five Armies_2014
22,23,2017-04-14,The Fate of the Furious,"$250,000,000","$225,764,765","$1,234,846,267",2017,The Fate of the Furious_2017
23,24,2006-06-28,Superman Returns,"$232,000,000","$200,120,000","$374,085,065",2006,Superman Returns_2006
24,25,2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,"$230,000,000","$172,558,876","$788,241,137",2017,Pirates of the Caribbean: Dead Men Tell No Tales_2017
25,26,2008-11-14,Quantum of Solace,"$230,000,000","$169,368,427","$591,692,078",2008,Quantum of Solace_2008
26,27,2012-05-04,The Avengers,"$225,000,000","$623,279,547","$1,517,935,897",2012,The Avengers_2012
27,28,2006-07-07,Pirates of the Caribbean: Dead Manâs Chest,"$225,000,000","$423,315,812","$1,066,215,812",2006,Pirates of the Caribbean: Dead Manâs Chest_2006
28,29,2013-06-14,Man of Steel,"$225,000,000","$291,045,518","$667,999,518",2013,Man of Steel_2013
29,30,2008-05-16,The Chronicles of Narnia: Prince Caspian,"$225,000,000","$141,621,490","$417,341,288",2008,The Chronicles of Narnia: Prince Caspian_2008
30,31,2012-07-03,The Amazing Spider-Man,"$220,000,000","$262,030,663","$757,890,267",2012,The Amazing Spider-Man_2012
31,32,2012-05-18,Battleship,"$220,000,000","$65,233,400","$313,477,717",2012,Battleship_2012
32,33,2017-06-21,Transformers: The Last Knight,"$217,000,000","$130,168,683","$602,893,340",2017,Transformers: The Last Knight_2017
33,34,2015-06-12,Jurassic World,"$215,000,000","$652,270,625","$1,648,854,864",2015,Jurassic World_2015
34,35,2012-05-25,Men in Black 3,"$215,000,000","$179,020,854","$654,213,485",2012,Men in Black 3_2012
35,36,2009-06-24,Transformers: Revenge of the Fallen,"$210,000,000","$402,111,870","$836,519,699",2009,Transformers: Revenge of the Fallen_2009
36,37,2014-06-27,Transformers: Age of Extinction,"$210,000,000","$245,439,076","$1,104,039,076",2014,Transformers: Age of Extinction_2014
37,38,2006-05-26,X-Men: The Last Stand,"$210,000,000","$234,362,462","$459,260,946",2006,X-Men: The Last Stand_2006
38,39,2010-05-14,Robin Hood,"$210,000,000","$105,487,148","$322,459,006",2010,Robin Hood_2010
39,40,2005-12-14,King Kong,"$207,000,000","$218,080,025","$550,517,357",2005,King Kong_2005
40,41,2007-12-07,The Golden Compass,"$205,000,000","$70,107,728","$367,262,558",2007,The Golden Compass_2007
41,42,2018-02-16,Black Panther,"$200,000,000","$700,059,566","$1,348,258,224",2018,Black Panther_2018
42,43,1997-12-19,Titanic,"$200,000,000","$659,363,944","$2,208,208,395",1997,Titanic_1997
43,44,2018-06-15,Incredibles 2,"$200,000,000","$608,581,744","$1,242,520,711",2018,Incredibles 2_2018
44,45,2016-12-16,Rogue One: A Star Wars Story,"$200,000,000","$532,177,324","$1,049,102,856",2016,Rogue One: A Star Wars Story_2016
45,46,2016-06-17,Finding Dory,"$200,000,000","$486,295,561","$1,021,215,193",2016,Finding Dory_2016
46,47,2010-06-18,Toy Story 3,"$200,000,000","$415,004,880","$1,068,879,522",2010,Toy Story 3_2010
47,48,2013-05-03,Iron Man 3,"$200,000,000","$408,992,272","$1,215,392,272",2013,Iron Man 3_2013
48,49,2017-05-05,Guardians of the Galaxy Vol 2,"$200,000,000","$389,813,101","$862,316,233",2017,Guardians of the Galaxy Vol 2_2017
49,50,2004-06-30,Spider-Man 2,"$200,000,000","$373,524,485","$795,110,670",2004,Spider-Man 2_2004
50,51,2010-03-05,Alice in Wonderland,"$200,000,000","$334,191,110","$1,025,491,110",2010,Alice in Wonderland_2010
51,52,2012-11-08,Skyfall,"$200,000,000","$304,360,277","$1,110,526,981",2012,Skyfall_2012
52,53,2013-06-21,Monsters University,"$200,000,000","$268,488,329","$743,588,329",2013,Monsters University_2013
53,54,2013-03-08,Oz the Great and Powerful,"$200,000,000","$234,770,996","$490,359,051",2013,Oz the Great and Powerful_2013
54,55,2014-05-23,X-Men: Days of Future Past,"$200,000,000","$233,921,534","$747,862,775",2014,X-Men: Days of Future Past_2014
55,56,2014-05-02,The Amazing Spider-Man 2,"$200,000,000","$202,853,933","$708,996,336",2014,The Amazing Spider-Man 2_2014
56,57,2011-06-24,Cars 2,"$200,000,000","$191,450,875","$560,155,383",2011,Cars 2_2011
57,58,2010-12-17,Tron: Legacy,"$200,000,000","$172,062,763","$400,062,763",2010,Tron: Legacy_2010
58,59,2009-11-13,2012,"$200,000,000","$166,112,167","$757,677,748",2009,2012_2009
59,60,2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,"$200,000,000","$159,555,901","$652,220,086",2018,Fantastic Beasts: The Crimes of Grindelwald_2018
60,61,2009-05-21,Terminator Salvation,"$200,000,000","$125,322,469","$365,491,792",2009,Terminator Salvation_2009
61,62,2011-06-17,Green Lantern,"$200,000,000","$116,601,172","$219,535,492",2011,Green Lantern_2011
62,63,2010-05-28,Prince of Persia: Sands of Time,"$200,000,000","$90,759,676","$336,359,676",2010,Prince of Persia: Sands of Time_2010
63,64,2011-06-29,Transformers: Dark of the Moon,"$195,000,000","$352,390,543","$1,123,790,543",2011,Transformers: Dark of the Moon_2011
64,65,2017-06-09,The Mummy,"$195,000,000","$80,101,125","$409,953,905",2017,The Mummy_2017
65,66,2013-03-01,Jack the Giant Slayer,"$195,000,000","$65,187,603","$197,687,603",2013,Jack the Giant Slayer_2013
66,67,2015-04-03,Furious 7,"$190,000,000","$353,007,020","$1,518,722,794",2015,Furious 7_2015
67,68,2013-05-16,Star Trek Into Darkness,"$190,000,000","$228,778,661","$467,381,584",2013,Star Trek Into Darkness_2013
68,69,2013-06-21,World War Z,"$190,000,000","$202,359,711","$531,514,650",2013,World War Z_2013
69,70,2013-05-10,The Great Gatsby,"$190,000,000","$144,840,419","$351,040,419",2013,The Great Gatsby_2013
70,71,2009-11-06,Disneyâs A Christmas Carol,"$190,000,000","$137,855,863","$315,709,697",2009,Disneyâs A Christmas Carol_2009
71,72,2013-07-12,Pacific Rim,"$190,000,000","$101,802,906","$411,002,906",2013,Pacific Rim_2013
72,73,2015-11-25,The Good Dinosaur,"$187,500,000","$123,087,120","$333,771,037",2015,The Good Dinosaur_2015
73,74,2008-05-02,Iron Man,"$186,000,000","$318,604,126","$585,171,547",2008,Iron Man_2008
74,75,2008-07-18,The Dark Knight,"$185,000,000","$533,720,947","$1,001,996,207",2008,The Dark Knight_2008
75,76,2008-05-22,Indiana Jones and the Kingdom of the Crystal Skull,"$185,000,000","$317,101,119","$786,635,413",2008,Indiana Jones and the Kingdom of the Crystal Skull_2008
76,77,2012-06-22,Brave,"$185,000,000","$237,282,182","$554,606,532",2012,Brave_2012
77,78,2017-03-10,Kong: Skull Island,"$185,000,000","$168,052,812","$561,072,059",2017,Kong: Skull Island_2017
78,79,2016-07-22,Star Trek Beyond,"$185,000,000","$158,848,340","$335,802,233",2016,Star Trek Beyond_2016
79,80,2017-10-06,Blade Runner 2049,"$185,000,000","$92,054,159","$259,357,408",2017,Blade Runner 2049_2017
80,81,2019-05-24,Aladdin,"$182,000,000","$246,734,314","$619,234,314",2019,Aladdin_2019
81,82,2017-11-03,Thor: Ragnarok,"$180,000,000","$315,058,289","$846,980,024",2017,Thor: Ragnarok_2017
82,83,2005-12-09,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$180,000,000","$291,710,957","$720,539,572",2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe_2005"
83,84,2014-05-30,Maleficent,"$180,000,000","$241,407,328","$758,536,735",2014,Maleficent_2014
84,85,2016-11-18,Fantastic Beasts and Where to Find Them,"$180,000,000","$234,037,575","$802,402,853",2016,Fantastic Beasts and Where to Find Them_2016
85,86,2008-06-27,WALL-E,"$180,000,000","$223,808,164","$532,508,025",2008,WALL-E_2008
86,87,2007-08-10,Rush Hour 3,"$180,000,000","$140,125,968","$256,585,882",2007,Rush Hour 3_2007
87,88,2016-07-01,The Legend of Tarzan,"$180,000,000","$126,643,061","$348,902,025",2016,The Legend of Tarzan_2016
88,89,2011-11-23,Hugo,"$180,000,000","$73,864,507","$180,047,784",2011,Hugo_2011
89,90,2017-07-21,Valerian and the City of a Thousand Planets,"$180,000,000","$40,479,370","$215,098,356",2017,Valerian and the City of a Thousand Planets_2017
90,91,2015-02-06,Jupiter Ascending,"$179,000,000","$47,482,519","$181,982,519",2015,Jupiter Ascending_2015
91,92,2018-07-27,Mission: ImpossibleâFallout,"$178,000,000","$220,159,104","$787,456,552",2018,Mission: ImpossibleâFallout_2018
92,93,2016-05-27,X-Men: Apocalypse,"$178,000,000","$155,442,489","$542,537,546",2016,X-Men: Apocalypse_2016
93,94,2018-08-10,The Meg,"$178,000,000","$145,443,742","$529,530,715",2018,The Meg_2018
94,95,2014-06-06,Edge of Tomorrow,"$178,000,000","$100,206,256","$370,541,256",2014,Edge of Tomorrow_2014
95,96,2019-03-08,Captain Marvel,"$175,000,000","$426,525,952","$1,123,061,550",2019,Captain Marvel_2019
96,97,2016-04-15,The Jungle Book,"$175,000,000","$364,001,123","$962,854,547",2016,The Jungle Book_2016
97,98,2015-06-19,Inside Out,"$175,000,000","$356,461,711","$854,235,992",2015,Inside Out_2015
98,99,2017-07-07,Spider-Man: Homecoming,"$175,000,000","$334,201,140","$880,166,350",2017,Spider-Man: Homecoming_2017
99,100,2016-08-05,Suicide Squad,"$175,000,000","$325,100,054","$746,059,887",2016,Suicide Squad_2016
100,1,2009-05-29,Up,"$175,000,000","$293,004,164","$731,463,377",2009,Up_2009
101,2,2017-11-22,Coco,"$175,000,000","$209,726,015","$798,008,101",2017,Coco_2017
102,3,2018-11-21,Ralph Breaks The Internet,"$175,000,000","$201,091,711","$524,283,695",2018,Ralph Breaks The Internet_2018
103,4,2009-03-27,Monsters vs. Aliens,"$175,000,000","$198,351,526","$381,687,380",2009,Monsters vs. Aliens_2009
104,5,2017-06-16,Cars 3,"$175,000,000","$152,901,115","$383,541,369",2017,Cars 3_2017
105,6,2009-08-07,G.I. Joe: The Rise of Cobra,"$175,000,000","$150,201,498","$302,469,017",2009,G.I. Joe: The Rise of Cobra_2009
106,7,1999-06-30,Wild Wild West,"$175,000,000","$113,805,681","$221,229,335",1999,Wild Wild West_1999
107,8,2008-08-01,The Mummy: Tomb of the Dragon Emperor,"$175,000,000","$102,491,776","$405,760,225",2008,The Mummy: Tomb of the Dragon Emperor_2008
108,9,2007-06-22,Evan Almighty,"$175,000,000","$100,289,690","$174,131,329",2007,Evan Almighty_2007
109,10,1995-07-28,Waterworld,"$175,000,000","$88,246,220","$264,246,220",1995,Waterworld_1995
110,11,2017-05-12,King Arthur: Legend of the Sword,"$175,000,000","$39,175,066","$139,630,336",2017,King Arthur: Legend of the Sword_2017
111,12,2013-12-25,47 Ronin,"$175,000,000","$38,362,475","$151,716,815",2013,47 Ronin_2013
112,13,2018-06-22,Jurassic World: Fallen Kingdom,"$170,000,000","$417,719,760","$1,305,772,799",2018,Jurassic World: Fallen Kingdom_2018
113,14,2014-08-01,Guardians of the Galaxy,"$170,000,000","$333,172,112","$770,867,516",2014,Guardians of the Galaxy_2014
114,15,2010-05-07,Iron Man 2,"$170,000,000","$312,433,331","$621,156,389",2010,Iron Man 2_2010
115,16,2014-04-04,Captain America: The Winter Soldier,"$170,000,000","$259,746,958","$714,401,889",2014,Captain America: The Winter Soldier_2014
116,17,2014-07-11,Dawn of the Planet of the Apes,"$170,000,000","$208,545,589","$710,644,566",2014,Dawn of the Planet of the Apes_2014
117,18,2004-11-10,The Polar Express,"$170,000,000","$187,224,605","$311,365,187",2004,The Polar Express_2004
118,19,2012-06-01,Snow White and the Huntsman,"$170,000,000","$155,136,755","$401,021,746",2012,Snow White and the Huntsman_2012
119,20,2003-07-01,Terminator 3: Rise of the Machines,"$170,000,000","$150,358,296","$433,058,296",2003,Terminator 3: Rise of the Machines_2003
120,21,2004-05-07,Van Helsing,"$170,000,000","$120,150,546","$300,150,546",2004,Van Helsing_2004
121,22,2019-03-29,Dumbo,"$170,000,000","$113,883,318","$345,004,422",2019,Dumbo_2019
122,23,2015-05-22,Tomorrowland,"$170,000,000","$93,436,322","$206,627,518",2015,Tomorrowland_2015
123,24,2019-02-14,Alita: Battle Angel,"$170,000,000","$85,710,210","$402,976,036",2019,Alita: Battle Angel_2019
124,25,2019-05-31,Godzilla: King of the Monsters,"$170,000,000","$85,576,941","$299,276,941",2019,Godzilla: King of the Monsters_2019
125,26,2016-05-27,Alice Through the Looking Glass,"$170,000,000","$77,042,381","$276,928,112",2016,Alice Through the Looking Glass_2016
126,27,2010-05-21,Shrek Forever After,"$165,000,000","$238,736,787","$756,244,673",2010,Shrek Forever After_2010
127,28,2016-11-04,Doctor Strange,"$165,000,000","$232,641,920","$676,404,566",2016,Doctor Strange_2016
128,29,2014-11-07,Big Hero 6,"$165,000,000","$222,527,828","$652,127,828",2014,Big Hero 6_2014
129,30,2010-03-26,How to Train Your Dragon,"$165,000,000","$217,581,232","$494,870,992",2010,How to Train Your Dragon_2010
130,31,2012-11-02,Wreck-It Ralph,"$165,000,000","$189,412,677","$496,511,521",2012,Wreck-It Ralph_2012
131,32,2014-11-05,Interstellar,"$165,000,000","$188,017,894","$666,379,375",2014,Interstellar_2014
132,33,2016-06-24,Independence Day: Resurgence,"$165,000,000","$103,144,286","$384,169,424",2016,Independence Day: Resurgence_2016
133,34,2011-07-29,Cowboys and Aliens,"$163,000,000","$100,368,560","$176,038,324",2011,Cowboys and Aliens_2011
134,35,2017-03-17,Beauty and the Beast,"$160,000,000","$504,014,165","$1,259,199,706",2017,Beauty and the Beast_2017
135,36,2018-12-21,Aquaman,"$160,000,000","$335,061,807","$1,146,894,640",2018,Aquaman_2018
136,37,2007-05-17,Shrek the Third,"$160,000,000","$322,719,944","$807,330,936",2007,Shrek the Third_2007
137,38,2010-07-16,Inception,"$160,000,000","$292,576,195","$835,524,642",2010,Inception_2010
138,39,2015-11-20,The Hunger Games: Mockingjay - Part 2,"$160,000,000","$281,723,902","$648,986,787",2015,The Hunger Games: Mockingjay - Part 2_2015
139,40,2013-05-24,Fast and Furious 6,"$160,000,000","$238,679,850","$789,300,444",2013,Fast and Furious 6_2013
140,41,2014-05-16,Godzilla,"$160,000,000","$200,676,069","$529,076,069",2014,Godzilla_2014
141,42,2011-06-03,X-Men: First Class,"$160,000,000","$146,408,305","$355,408,305",2011,X-Men: First Class_2011
142,43,2008-12-25,The Curious Case of Benjamin Button,"$160,000,000","$127,509,326","$329,631,958",2008,The Curious Case of Benjamin Button_2008
143,44,2010-07-14,The Sorcerer's Apprentice,"$160,000,000","$63,150,991","$217,986,320",2010,The Sorcerer's Apprentice_2010
144,45,2006-05-12,Poseidon,"$160,000,000","$60,674,817","$181,674,817",2006,Poseidon_2006
145,46,2016-06-10,Warcraft,"$160,000,000","$47,225,655","$425,522,281",2016,Warcraft_2016
146,47,2016-09-30,Deepwater Horizon,"$156,000,000","$61,433,527","$122,603,824",2016,Deepwater Horizon_2016
147,48,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,"$155,000,000","$104,386,950","$418,186,950",2010,The Chronicles of Narnia: The Voyage of the Dawn Treader_2010
148,49,2015-07-01,Terminator: Genisys,"$155,000,000","$89,760,956","$432,150,894",2015,Terminator: Genisys_2015
149,50,2018-03-23,Pacific Rim: Uprising,"$155,000,000","$59,874,525","$290,930,148",2018,Pacific Rim: Uprising_2018
150,51,2004-11-24,Alexander,"$155,000,000","$34,297,191","$167,297,191",2004,Alexander_2004
151,52,2017-07-14,War for the Planet of the Apes,"$152,000,000","$146,880,162","$489,592,267",2017,War for the Planet of the Apes_2017
152,53,2001-05-25,Pearl Harbor,"$151,500,000","$198,539,855","$449,239,855",2001,Pearl Harbor_2001
153,54,2007-07-02,Transformers,"$151,000,000","$319,246,193","$708,272,592",2007,Transformers_2007
154,55,2017-06-02,Wonder Woman,"$150,000,000","$412,563,408","$821,133,378",2017,Wonder Woman_2017
155,56,2013-11-22,Frozen,"$150,000,000","$400,738,009","$1,272,469,910",2013,Frozen_2013
156,57,2016-03-04,Zootopia,"$150,000,000","$341,268,248","$1,019,429,616",2016,Zootopia_2016
157,58,2007-07-11,Harry Potter and the Order of the Phoenix,"$150,000,000","$292,137,260","$943,076,457",2007,Harry Potter and the Order of the Phoenix_2007
158,59,2005-11-18,Harry Potter and the Goblet of Fire,"$150,000,000","$290,201,752","$897,099,794",2005,Harry Potter and the Goblet of Fire_2005
159,60,2003-05-15,The Matrix Reloaded,"$150,000,000","$281,553,689","$738,576,929",2003,The Matrix Reloaded_2003
160,61,2007-12-14,I am Legend,"$150,000,000","$256,393,010","$585,532,684",2007,I am Legend_2007
161,62,2016-11-23,Moana,"$150,000,000","$248,757,044","$637,517,365",2016,Moana_2016
162,63,2008-07-01,Hancock,"$150,000,000","$227,946,274","$624,234,272",2008,Hancock_2008
163,64,2005-07-15,Charlie and the Chocolate Factory,"$150,000,000","$206,459,076","$475,825,484",2005,Charlie and the Chocolate Factory_2005
164,65,2007-06-29,Ratatouille,"$150,000,000","$206,445,654","$626,549,695",2007,Ratatouille_2007
165,66,2013-11-08,Thor: The Dark World,"$150,000,000","$206,362,140","$644,602,516",2013,Thor: The Dark World_2013
166,67,2005-06-15,Batman Begins,"$150,000,000","$205,343,774","$359,142,722",2005,Batman Begins_2005
167,68,2015-07-31,Mission: ImpossibleâRogue Nation,"$150,000,000","$195,042,377","$688,858,992",2015,Mission: ImpossibleâRogue Nation_2015
168,69,2017-07-21,Dunkirk,"$150,000,000","$190,068,280","$499,837,368",2017,Dunkirk_2017
169,70,2011-05-06,Thor,"$150,000,000","$181,030,624","$449,326,618",2011,Thor_2011
170,71,2008-11-07,Madagascar: Escape 2 Africa,"$150,000,000","$180,174,880","$599,680,774",2008,Madagascar: Escape 2 Africa_2008
171,72,2009-05-01,X-Men Origins: Wolverine,"$150,000,000","$179,883,157","$374,825,760",2009,X-Men Origins: Wolverine_2009
172,73,2009-05-22,Night at the Museum: Battle of the Smithsonian,"$150,000,000","$177,243,721","$402,231,063",2009,Night at the Museum: Battle of the Smithsonian_2009
173,74,2011-05-26,Kung Fu Panda 2,"$150,000,000","$165,249,063","$664,837,547",2011,Kung Fu Panda 2_2011
174,75,2015-05-15,Mad Max: Fury Road,"$150,000,000","$153,636,354","$370,098,020",2015,Mad Max: Fury Road_2015
175,76,2019-05-10,PokÃ©mon: Detective Pikachu,"$150,000,000","$139,507,806","$411,258,433",2019,PokÃ©mon: Detective Pikachu_2019
176,77,2003-11-05,The Matrix Revolutions,"$150,000,000","$139,270,910","$427,300,260",2003,The Matrix Revolutions_2003
177,78,2018-03-29,Ready Player One,"$150,000,000","$137,690,172","$579,290,136",2018,Ready Player One_2018
178,79,2005-11-04,Chicken Little,"$150,000,000","$135,386,665","$310,043,823",2005,Chicken Little_2005
179,80,2006-05-05,Mission: Impossible III,"$150,000,000","$133,501,348","$397,501,348",2006,Mission: Impossible III_2006
180,81,2009-05-15,Angels & Demons,"$150,000,000","$133,375,846","$490,875,846",2009,Angels & Demons_2009
181,82,2004-05-14,Troy,"$150,000,000","$133,298,577","$484,161,265",2004,Troy_2004
182,83,2010-07-01,The Last Airbender,"$150,000,000","$131,772,187","$319,713,881",2010,The Last Airbender_2010
183,84,2007-11-02,Bee Movie,"$150,000,000","$126,631,277","$287,594,577",2007,Bee Movie_2007
184,85,2009-07-24,G-Force,"$150,000,000","$119,436,770","$292,817,841",2009,G-Force_2009
185,86,2008-11-21,Bolt,"$150,000,000","$114,053,579","$328,015,029",2008,Bolt_2008
186,87,2012-03-30,Wrath of the Titans,"$150,000,000","$83,670,083","$305,270,083",2012,Wrath of the Titans_2012
187,88,2007-11-16,Beowulf,"$150,000,000","$82,280,579","$195,080,579",2007,Beowulf_2007
188,89,2012-05-11,Dark Shadows,"$150,000,000","$79,727,149","$238,202,668",2012,Dark Shadows_2012
189,90,2013-06-28,White House Down,"$150,000,000","$73,103,784","$205,440,387",2013,White House Down_2013
190,91,2010-02-12,The Wolfman,"$150,000,000","$62,189,884","$142,634,358",2010,The Wolfman_2010
191,92,2017-02-17,The Great Wall,"$150,000,000","$45,157,105","$334,486,852",2017,The Great Wall_2017
192,93,2015-10-09,Pan,"$150,000,000","$35,088,320","$151,525,973",2015,Pan_2015
193,94,2011-03-11,Mars Needs Moms,"$150,000,000","$21,392,758","$39,549,758",2011,Mars Needs Moms_2011
194,95,2020-12-31,Moonfall,"$150,000,000",$0,$0,2020,Moonfall_2020
195,96,2006-11-03,Flushed Away,"$149,000,000","$64,665,672","$179,357,126",2006,Flushed Away_2006
196,97,2012-06-08,Madagascar 3: Europe's Most Wanted,"$145,000,000","$216,391,482","$746,921,271",2012,Madagascar 3: Europe's Most Wanted_2012
197,98,2011-12-16,Mission: ImpossibleâGhost Protocol,"$145,000,000","$209,397,903","$694,713,230",2011,Mission: ImpossibleâGhost Protocol_2011
198,99,2014-06-13,How to Train Your Dragon 2,"$145,000,000","$177,002,924","$614,586,270",2014,How to Train Your Dragon 2_2014
199,100,1999-06-16,Tarzan,"$145,000,000","$171,091,819","$448,191,819",1999,Tarzan_1999
200,1,2014-03-07,Mr. Peabody & Sherman,"$145,000,000","$111,506,430","$269,806,430",2014,Mr. Peabody & Sherman_2014
201,2,2012-11-21,Rise of the Guardians,"$145,000,000","$103,412,758","$306,900,902",2012,Rise of the Guardians_2012
202,3,2005-04-08,Sahara,"$145,000,000","$68,671,925","$121,671,925",2005,Sahara_2005
203,4,2016-07-15,Ghostbusters,"$144,000,000","$128,350,574","$229,008,658",2016,Ghostbusters_2016
204,5,2002-11-22,Die Another Day,"$142,000,000","$160,942,139","$431,942,139",2002,Die Another Day_2002
205,6,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,"$140,000,000","$305,411,224","$634,954,103",2003,Pirates of the Caribbean: The Curse of the Black Pearl_2003
206,7,2009-05-08,Star Trek,"$140,000,000","$257,730,019","$386,839,614",2009,Star Trek_2009
207,8,1998-07-01,Armageddon,"$140,000,000","$201,578,182","$554,600,000",1998,Armageddon_1998
208,9,2002-07-03,Men in Black 2,"$140,000,000","$190,418,803","$441,767,803",2002,Men in Black 2_2002
209,10,2011-07-22,Captain America: The First Avenger,"$140,000,000","$176,654,505","$370,569,776",2011,Captain America: The First Avenger_2011
210,11,2016-01-29,Kung Fu Panda 3,"$140,000,000","$143,528,619","$517,599,142",2016,Kung Fu Panda 3_2016
211,12,1998-07-10,Lethal Weapon 4,"$140,000,000","$130,444,603","$285,400,000",1998,Lethal Weapon 4_1998
212,13,2013-03-27,G.I. Joe: Retaliation,"$140,000,000","$122,523,060","$375,740,705",2013,G.I. Joe: Retaliation_2013
213,14,2003-12-05,The Last Samurai,"$140,000,000","$111,110,575","$456,810,575",2003,The Last Samurai_2003
214,15,2005-12-21,Fun With Dick And Jane,"$140,000,000","$110,550,000","$203,018,919",2005,Fun With Dick And Jane_2005
215,16,2014-12-12,Exodus: Gods and Kings,"$140,000,000","$65,014,513","$268,314,513",2014,Exodus: Gods and Kings_2014
216,17,2016-07-01,The BFG,"$140,000,000","$55,483,770","$199,646,680",2016,The BFG_2016
217,18,2016-02-26,Gods of Egypt,"$140,000,000","$31,153,464","$138,836,756",2016,Gods of Egypt_2016
218,19,2002-05-03,Spider-Man,"$139,000,000","$403,706,375","$821,706,375",2002,Spider-Man_2002
219,20,2009-03-06,Watchmen,"$138,000,000","$107,509,799","$186,976,250",2009,Watchmen_2009
220,21,2005-07-29,Stealth,"$138,000,000","$32,116,746","$76,416,746",2005,Stealth_2005
221,22,2008-06-13,The Incredible Hulk,"$137,500,000","$134,806,913","$265,573,859",2008,The Incredible Hulk_2008
222,23,2003-06-20,Hulk,"$137,000,000","$132,177,234","$245,075,434",2003,Hulk_2003
223,24,2001-07-11,Final Fantasy: The Spirits Within,"$137,000,000","$32,131,830","$85,131,830",2001,Final Fantasy: The Spirits Within_2001
224,25,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2","$136,200,000","$292,324,737","$829,724,737",2012,"The Twilight Saga: Breaking Dawn, Part 2_2012"
225,26,2013-03-22,The Croods,"$135,000,000","$187,168,425","$573,068,425",2013,The Croods_2013
226,27,2015-12-25,The Revenant,"$135,000,000","$183,637,894","$532,938,302",2015,The Revenant_2015
227,28,1999-11-19,The World is Not Enough,"$135,000,000","$126,930,660","$361,730,660",1999,The World is Not Enough_1999
228,29,2011-03-04,Rango,"$135,000,000","$123,477,607","$245,724,600",2011,Rango_2011
229,30,2003-11-14,Master and Commander: The Far Side of the World,"$135,000,000","$93,926,386","$212,912,137",2003,Master and Commander: The Far Side of the World_2003
230,31,2013-07-17,Turbo,"$135,000,000","$83,028,130","$286,896,578",2013,Turbo_2013
231,32,2016-06-03,Teenage Mutant Ninja Turtles: Out of the Shadows,"$135,000,000","$82,051,601","$245,328,374",2016,Teenage Mutant Ninja Turtles: Out of the Shadows_2016
