,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year,movie_and_date
4163,64,1993-08-27,Only the Strong,"$6,000,000","$3,273,588","$3,273,588",1993,Only the Strong_1993
4164,65,2001-07-20,Hedwig and the Angry Inch,"$6,000,000","$3,067,312","$3,740,030",2001,Hedwig and the Angry Inch_2001
4165,66,2003-10-31,Shattered Glass,"$6,000,000","$2,207,975","$3,456,602",2003,Shattered Glass_2003
4166,67,2008-07-03,The Wackness,"$6,000,000","$2,077,046","$3,330,012",2008,The Wackness_2008
4167,68,2001-11-16,Novocaine,"$6,000,000","$2,025,238","$2,522,928",2001,Novocaine_2001
4168,69,2009-02-06,Polytechnique,"$6,000,000","$1,418,304","$1,418,304",2009,Polytechnique_2009
4169,70,2011-07-15,Snow Flower and the Secret Fan,"$6,000,000","$1,348,205","$11,348,205",2011,Snow Flower and the Secret Fan_2011
4170,71,2018-09-14,Mandy,"$6,000,000","$1,214,525","$1,427,656",2018,Mandy_2018
4171,72,2001-12-07,The Business of Strangers,"$6,000,000","$1,030,920","$1,290,920",2001,The Business of Strangers_2001
4172,73,2011-04-29,JÃ»san-nin no shikaku,"$6,000,000","$802,778","$18,727,440",2011,JÃ»san-nin no shikaku_2011
4173,74,1991-08-30,Beastmaster 2: Through the Portal of Time,"$6,000,000","$773,490","$773,490",1991,Beastmaster 2: Through the Portal of Time_1991
4174,75,1969-06-18,The Wild Bunch,"$6,000,000","$509,424","$509,424",1969,The Wild Bunch_1969
4175,76,2011-03-25,The 5th Quarter,"$6,000,000","$408,159","$408,159",2011,The 5th Quarter_2011
4176,77,1979-02-02,The First Great Train Robbery,"$6,000,000","$391,942","$391,942",1979,The First Great Train Robbery_1979
4177,78,2002-12-20,Morvern Callar,"$6,000,000","$267,194","$267,194",2002,Morvern Callar_2002
4178,79,2003-10-10,The Flower of Evil,"$6,000,000","$181,798","$181,798",2003,The Flower of Evil_2003
4179,80,2011-03-04,Akmareul Boatda,"$6,000,000","$129,210","$13,168,809",2011,Akmareul Boatda_2011
4180,81,2006-11-10,Come Early Morning,"$6,000,000","$119,452","$119,452",2006,Come Early Morning_2006
4181,82,2010-04-02,The Greatest,"$6,000,000","$115,862","$117,796",2010,The Greatest_2010
4182,83,2012-12-07,Deadfall,"$6,000,000","$66,351","$1,673,635",2012,Deadfall_2012
4183,84,2009-05-08,Julia,"$6,000,000","$65,108","$1,365,108",2009,Julia_2009
4184,85,2002-04-05,Lucky Break,"$6,000,000","$54,606","$4,316,497",2002,Lucky Break_2002
4185,86,2008-09-05,"Surfer, Dude","$6,000,000","$36,497","$36,497",2008,"Surfer, Dude_2008"
4186,87,2015-01-23,Song One,"$6,000,000","$32,251","$437,089",2015,Song One_2015
4187,88,2007-10-03,Lake of Fire,"$6,000,000","$25,317","$26,007",2007,Lake of Fire_2007
4188,89,2010-04-02,Don McKay,"$6,000,000","$13,722","$13,722",2010,Don McKay_2010
4189,90,2005-08-12,11:14,"$6,000,000",$0,$0,2005,11:14_2005
4190,91,2010-02-09,Icarus,"$6,000,000",$0,$0,2010,Icarus_2010
4191,92,1995-12-19,Men of War,"$6,000,000",$0,$0,1995,Men of War_1995
4192,93,2011-03-15,A Shine of Rainbows,"$6,000,000",$0,$0,2011,A Shine of Rainbows_2011
4193,94,2011-12-31,Freaky Deaky,"$6,000,000",$0,$0,2011,Freaky Deaky_2011
4194,95,2011-05-10,The Hit List,"$6,000,000",$0,$0,2011,The Hit List_2011
4195,96,1983-02-04,Videodrome,"$5,952,000","$2,120,439","$2,120,439",1983,Videodrome_1983
4196,97,1996-08-02,Emma,"$5,900,000","$22,231,658","$37,831,658",1996,Emma_1996
4197,98,2003-03-21,L\'auberge espagnole,"$5,900,000","$3,895,664","$3,895,664",2003,L\'auberge espagnole_2003
4198,99,1968-02-08,Planet of the Apes,"$5,800,000","$33,395,426","$33,395,426",1968,Planet of the Apes_1968
4199,100,1965-03-07,The Train,"$5,800,000","$6,800,000","$6,800,000",1965,The Train_1965
4200,1,2011-03-18,Winter in Wartime,"$5,800,000","$542,860","$9,662,214",2011,Winter in Wartime_2011
4201,2,2003-10-03,Foolproof,"$5,800,000","$230,312","$421,021",2003,Foolproof_2003
4202,3,2012-10-05,Trade of Innocents,"$5,800,000","$15,091","$15,091",2012,Trade of Innocents_2012
4203,4,2006-09-08,Tom yum goong,"$5,700,000","$12,044,087","$43,044,087",2006,Tom yum goong_2006
4204,5,1999-08-27,Stiff Upper Lips,"$5,700,000","$69,582","$69,582",1999,Stiff Upper Lips_1999
4205,6,2012-09-07,The Inbetweeners,"$5,700,000","$35,955","$86,051,320",2012,The Inbetweeners_2012
4206,7,2010-07-16,Valhalla Rising,"$5,700,000","$30,638","$731,613",2010,Valhalla Rising_2010
4207,8,2003-03-12,Bend it Like Beckham,"$5,600,000","$32,543,449","$74,566,042",2003,Bend it Like Beckham_2003
4208,9,2006-09-01,Crossover,"$5,600,000","$7,009,668","$7,009,668",2006,Crossover_2006
4209,10,2002-06-21,Sunshine State,"$5,600,000","$3,064,356","$3,281,898",2002,Sunshine State_2002
4210,11,2010-07-16,Standing Ovation,"$5,600,000","$531,806","$531,806",2010,Standing Ovation_2010
4211,12,2012-12-07,Khiladi 786,"$5,600,000","$385,422","$14,683,763",2012,Khiladi 786_2012
4212,13,2010-07-09,[Rec] 2,"$5,600,000","$27,766","$18,527,766",2010,[Rec] 2_2010
4213,14,1973-12-25,The Sting,"$5,500,000","$159,616,327","$159,616,327",1973,The Sting_1973
4214,15,1981-09-25,Chariots of Fire,"$5,500,000","$61,558,162","$61,865,947",1981,Chariots of Fire_1981
4215,16,2005-02-25,Diary of a Mad Black Woman,"$5,500,000","$50,406,346","$50,458,356",2005,Diary of a Mad Black Woman_2005
4216,17,1996-11-22,Shine,"$5,500,000","$35,811,509","$36,672,493",1996,Shine_1996
4217,18,2013-09-27,Don Jon,"$5,500,000","$24,477,704","$41,268,579",2013,Don Jon_2013
4218,19,1973-08-22,High Plains Drifter,"$5,500,000","$15,700,000","$15,700,000",1973,High Plains Drifter_1973
4219,20,2018-09-28,Hell Fest,"$5,500,000","$11,107,431","$18,119,231",2018,Hell Fest_2018
4220,21,2003-06-06,Mambo Italiano,"$5,500,000","$9,282,750","$12,399,772",2003,Mambo Italiano_2003
4221,22,2001-07-20,Ghost World,"$5,500,000","$6,217,849","$8,761,608",2001,Ghost World_2001
4222,23,2001-12-14,Iris,"$5,500,000","$5,580,479","$5,580,479",2001,Iris_2001
4223,24,1980-06-06,Galaxina,"$5,500,000","$4,865,000","$4,865,000",1980,Galaxina_1980
4224,25,2004-11-26,Les Choristes,"$5,500,000","$3,629,758","$83,529,758",2004,Les Choristes_2004
4225,26,2003-10-03,Wonderland,"$5,500,000","$1,060,512","$1,060,512",2003,Wonderland_2003
4226,27,2005-07-01,De battre mon coeur s'est arrÃªtÃ©,"$5,500,000","$1,023,424","$8,589,831",2005,De battre mon coeur s'est arrÃªtÃ©_2005
4227,28,2011-04-01,Haevnen,"$5,500,000","$1,008,098","$15,867,314",2011,Haevnen_2011
4228,29,2011-10-21,Le Havre,"$5,500,000","$611,709","$13,480,196",2011,Le Havre_2011
4229,30,2002-05-17,Harvard Man,"$5,500,000","$56,653","$56,653",2002,Harvard Man_2002
4230,31,2011-07-15,Salvation Boulevard,"$5,500,000","$28,468","$28,468",2011,Salvation Boulevard_2011
4231,32,2015-01-23,R100,"$5,500,000","$24,956","$24,956",2015,R100_2015
4232,33,2015-05-05,Miss Julie,"$5,500,000",$0,"$863,895",2015,Miss Julie_2015
4233,34,2008-12-31,Animals,"$5,500,000",$0,$0,2008,Animals_2008
4234,35,2003-03-07,Irreversible,"$5,400,000","$792,200","$8,133,256",2003,Irreversible_2003
4235,36,2013-02-26,Tao Jie,"$5,400,000",$0,"$4,728,896",2013,Tao Jie_2013
4236,37,2006-01-27,Rang De Basanti,"$5,300,000","$2,197,694","$29,197,694",2006,Rang De Basanti_2006
4237,38,2013-07-19,Grabbers,"$5,300,000",$0,"$440,821",2013,Grabbers_2013
4238,39,2013-10-11,La Vie d'AdÃ¨le â Chapitres 1 & 2,"$5,250,000","$2,450,504","$22,914,479",2013,La Vie d'AdÃ¨le â Chapitres 1 & 2_2013
4239,40,2012-04-27,Hodejegerne,"$5,250,000","$1,200,010","$20,188,740",2012,Hodejegerne_2012
4240,41,2007-08-03,The Ten,"$5,250,000","$769,726","$786,677",2007,The Ten_2007
4241,42,2000-10-27,A Room for Romeo Brass,"$5,250,000","$20,097","$20,097",2000,A Room for Romeo Brass_2000
4242,43,2017-02-24,The Girl with all the Gifts,"$5,250,000",$0,"$4,801,837",2017,The Girl with all the Gifts_2017
4243,44,1944-08-01,Wilson,"$5,200,000","$2,000,000","$2,000,000",1944,Wilson_1944
4244,45,2005-08-05,Saint Ralph,"$5,200,000","$795,126","$1,695,126",2005,Saint Ralph_2005
4245,46,2011-04-22,Dum Maaro Dum,"$5,200,000","$564,489","$11,633,427",2011,Dum Maaro Dum_2011
4246,47,1980-10-03,Somewhere in Time,"$5,100,000","$9,709,597","$9,709,597",1980,Somewhere in Time_1980
4247,48,2002-04-19,My Big Fat Greek Wedding,"$5,000,000","$241,438,208","$374,890,034",2002,My Big Fat Greek Wedding_2002
4248,49,2017-02-24,Get Out,"$5,000,000","$176,040,665","$255,367,951",2017,Get Out_2017
4249,50,2017-01-20,Split,"$5,000,000","$138,141,585","$278,964,806",2017,Split_2017
4250,51,2011-10-21,Paranormal Activity 3,"$5,000,000","$104,028,807","$207,039,844",2011,Paranormal Activity 3_2011
4251,52,2005-10-28,Saw II,"$5,000,000","$87,025,093","$152,925,093",2005,Saw II_2005
4252,53,2013-09-13,Insidious Chapter 2,"$5,000,000","$83,586,447","$161,921,515",2013,Insidious Chapter 2_2013
4253,54,2016-03-11,10 Cloverfield Lane,"$5,000,000","$72,082,999","$108,286,422",2016,10 Cloverfield Lane_2016
4254,55,2016-07-22,Lights Out,"$5,000,000","$67,268,835","$148,806,510",2016,Lights Out_2016
4255,56,2015-09-11,The Visit,"$5,000,000","$65,206,105","$98,677,816",2015,The Visit_2015
4256,57,2002-10-25,Jackass: The Movie,"$5,000,000","$64,282,312","$79,282,312",2002,Jackass: The Movie_2002
4257,58,2017-10-13,Happy Death Day,"$5,000,000","$55,683,845","$125,010,260",2017,Happy Death Day_2017
4258,59,2012-10-19,Paranormal Activity 4,"$5,000,000","$53,900,335","$142,817,992",2012,Paranormal Activity 4_2012
4259,60,2014-10-24,Ouija,"$5,000,000","$50,856,010","$103,300,632",2014,Ouija_2014
4260,61,1987-02-27,A Nightmare On Elm Street 3: Dream Warriors,"$5,000,000","$44,793,222","$44,793,222",1987,A Nightmare On Elm Street 3: Dream Warriors_1987
4261,62,2013-08-30,No se Aceptan Devoluciones,"$5,000,000","$44,467,206","$100,486,616",2013,No se Aceptan Devoluciones_2013
4262,63,2015-08-07,The Gift,"$5,000,000","$43,787,265","$58,978,477",2015,The Gift_2015
4263,64,2017-06-23,The Big Sick,"$5,000,000","$42,872,467","$53,972,860",2017,The Big Sick_2017
4264,65,1975-05-16,The Return of the Pink Panther,"$5,000,000","$41,833,347","$41,833,347",1975,The Return of the Pink Panther_1975
4265,66,2019-05-31,MA,"$5,000,000","$36,049,540","$44,300,625",2019,MA_2019
4266,67,1953-09-16,The Robe,"$5,000,000","$36,000,000","$36,008,303",1953,The Robe_1953
4267,68,1991-09-13,Freddyâs Dead: The Final Nightmare,"$5,000,000","$34,872,033","$34,872,033",1991,Freddyâs Dead: The Final Nightmare_1991
4268,69,2003-12-24,Monster,"$5,000,000","$34,469,210","$64,240,813",2003,Monster_2003
4269,70,2014-01-03,Paranormal Activity: The Marked Ones,"$5,000,000","$32,462,372","$90,904,854",2014,Paranormal Activity: The Marked Ones_2014
4270,71,1954-12-23,"20,000 Leagues Under the Sea","$5,000,000","$28,200,000","$28,200,000",1954,"20,000 Leagues Under the Sea_1954"
4271,72,2014-04-11,Oculus,"$5,000,000","$27,695,246","$44,115,496",2014,Oculus_2014
4272,73,2013-11-01,Dallas Buyers Club,"$5,000,000","$27,298,285","$60,611,845",2013,Dallas Buyers Club_2013
4273,74,2015-08-26,No Escape,"$5,000,000","$27,288,872","$42,844,516",2015,No Escape_2015
4274,75,1980-10-03,The Elephant Man,"$5,000,000","$26,010,864","$26,010,864",1980,The Elephant Man_1980
4275,76,2015-02-27,The Lazarus Effect,"$5,000,000","$25,801,570","$38,359,310",2015,The Lazarus Effect_2015
4276,77,2001-03-16,Memento,"$5,000,000","$25,544,867","$39,723,096",2001,Memento_2001
4277,78,2011-08-26,Our Idiot Brother,"$5,000,000","$24,814,830","$25,861,249",2011,Our Idiot Brother_2011
4278,79,2018-03-09,The Strangers: Prey at Night,"$5,000,000","$24,431,472","$29,960,051",2018,The Strangers: Prey at Night_2018
4279,80,2006-07-21,Clerks II,"$5,000,000","$24,148,068","$27,342,246",2006,Clerks II_2006
4280,81,1998-04-08,The Players Club,"$5,000,000","$23,047,939","$23,047,939",1998,The Players Club_1998
4281,82,2000-10-13,Billy Elliot,"$5,000,000","$21,995,263","$109,253,745",2000,Billy Elliot_2000
4282,83,2013-07-05,The Way Way Back,"$5,000,000","$21,502,690","$26,853,810",2013,The Way Way Back_2013
4283,84,2014-08-29,"As Above, So Below","$5,000,000","$21,222,315","$41,824,066",2014,"As Above, So Below_2014"
4284,85,2016-04-01,Godâs Not Dead 2,"$5,000,000","$20,773,069","$23,551,286",2016,Godâs Not Dead 2_2016
4285,86,1997-12-17,The Apostle,"$5,000,000","$20,733,485","$21,277,770",1997,The Apostle_1997
4286,87,1982-11-03,The Man From Snowy River,"$5,000,000","$20,659,423","$20,659,423",1982,The Man From Snowy River_1982
4287,88,1991-10-23,House Party 2,"$5,000,000","$19,438,638","$19,438,638",1991,House Party 2_1991
4288,89,1999-03-26,Doug's 1st Movie,"$5,000,000","$19,421,271","$19,421,271",1999,Doug's 1st Movie_1999
4289,90,2016-02-19,Race,"$5,000,000","$19,115,191","$23,745,772",2016,Race_2016
4290,91,1981-09-18,Mommie Dearest,"$5,000,000","$19,032,000","$25,032,000",1981,Mommie Dearest_1981
4291,92,2015-01-16,Still Alice,"$5,000,000","$18,656,400","$41,699,612",2015,Still Alice_2015
4292,93,1988-10-01,Halloween 4: The Return of Michael Myers,"$5,000,000","$17,768,757","$17,768,757",1988,Halloween 4: The Return of Michael Myers_1988
4293,94,2011-09-02,Apollo 18,"$5,000,000","$17,686,929","$26,517,819",2011,Apollo 18_2011
4294,95,2018-03-23,"Paul, Apostle of Christ","$5,000,000","$17,547,999","$25,529,498",2018,"Paul, Apostle of Christ_2018"
4295,96,2014-10-10,Addicted,"$5,000,000","$17,390,770","$17,499,242",2014,Addicted_2014
4296,97,2001-08-31,O (Othello),"$5,000,000","$16,017,403","$16,017,403",2001,O (Othello)_2001
4297,98,1995-09-29,Halloween: The Curse of Michael Myers,"$5,000,000","$15,126,948","$15,126,948",1995,Halloween: The Curse of Michael Myers_1995
4298,99,1954-08-24,The Egyptian,"$5,000,000","$15,000,000","$15,000,000",1954,The Egyptian_1954
4299,100,1997-11-07,Eve's Bayou,"$5,000,000","$14,843,425","$14,843,425",1997,Eve's Bayou_1997
4300,1,1981-04-10,Nighthawks,"$5,000,000","$14,600,000","$19,600,000",1981,Nighthawks_1981
4301,2,1989-07-28,Friday the 13th Part VIII: Jason Takes Manhattan,"$5,000,000","$14,343,976","$14,343,976",1989,Friday the 13th Part VIII: Jason Takes Manhattan_1989
4302,3,2013-03-15,Spring Breakers,"$5,000,000","$14,124,286","$31,149,251",2013,Spring Breakers_2013
4303,4,2017-06-09,It Comes at Night,"$5,000,000","$13,985,117","$19,720,203",2017,It Comes at Night_2017
4304,5,2002-03-15,Y Tu MamÃ¡ TambiÃ©n,"$5,000,000","$13,649,881","$33,649,881",2002,Y Tu MamÃ¡ TambiÃ©n_2002
4305,6,2004-09-24,Shaun of the Dead,"$5,000,000","$13,542,874","$30,332,385",2004,Shaun of the Dead_2004
4306,7,2008-10-31,The Haunting of Molly Hartley,"$5,000,000","$13,442,412","$15,318,257",2008,The Haunting of Molly Hartley_2008
4307,8,2016-07-15,Hillaryâs America: The Secret History of the Democratic Party,"$5,000,000","$13,099,931","$13,099,931",2016,Hillaryâs America: The Secret History of the Democratic Party_2016
4308,9,1996-06-21,Lone Star,"$5,000,000","$12,961,389","$12,961,389",1996,Lone Star_1996
4309,10,1986-03-27,April Fool's Day,"$5,000,000","$12,947,763","$12,947,763",1986,April Fool's Day_1986
4310,11,1982-04-02,Diner,"$5,000,000","$12,592,907","$12,592,907",1982,Diner_1982
4311,12,2017-03-03,Before I Fall,"$5,000,000","$12,241,072","$18,945,682",2017,Before I Fall_2017
4312,13,1983-04-15,Lone Wolf McQuade,"$5,000,000","$12,232,628","$12,232,628",1983,Lone Wolf McQuade_1983
4313,14,2009-03-13,Sunshine Cleaning,"$5,000,000","$12,062,558","$17,329,337",2009,Sunshine Cleaning_2009
4314,15,2016-01-29,Fifty Shades of Black,"$5,000,000","$11,686,940","$22,113,075",2016,Fifty Shades of Black_2016
4315,16,1957-12-14,A Farewell To Arms,"$5,000,000","$11,000,000","$11,017,403",1957,A Farewell To Arms_1957
4316,17,1959-01-01,Solomon and Sheba,"$5,000,000","$11,000,000","$11,014,961",1959,Solomon and Sheba_1959
4317,18,1982-08-20,The Beastmaster,"$5,000,000","$10,751,126","$10,751,126",1982,The Beastmaster_1982
4318,19,2009-01-09,Not Easily Broken,"$5,000,000","$10,572,742","$10,732,909",2009,Not Easily Broken_2009
4319,20,2014-05-09,Momsâ Night Out,"$5,000,000","$10,429,707","$10,537,341",2014,Momsâ Night Out_2014
4320,21,2017-03-17,The Belko Experiment,"$5,000,000","$10,166,820","$11,792,942",2017,The Belko Experiment_2017
4321,22,2016-03-11,The Perfect Match,"$5,000,000","$9,669,521","$10,182,050",2016,The Perfect Match_2016
4322,23,2000-10-06,Digimon: The Movie,"$5,000,000","$9,628,751","$16,628,751",2000,Digimon: The Movie_2000
4323,24,2004-05-28,Saved!,"$5,000,000","$8,886,160","$10,206,551",2004,Saved!_2004
4324,25,2003-05-09,Les invasions barbares,"$5,000,000","$8,460,000","$25,913,869",2003,Les invasions barbares_2003
4325,26,1976-03-11,Robin and Marian,"$5,000,000","$8,000,000","$8,000,000",1976,Robin and Marian_1976
4326,27,1978-12-22,Force 10 from Navarone,"$5,000,000","$7,100,000","$7,100,000",1978,Force 10 from Navarone_1978
4327,28,2001-04-27,The Forsaken,"$5,000,000","$6,755,271","$6,755,271",2001,The Forsaken_2001
4328,29,2018-09-21,Fahrenheit 11/9,"$5,000,000","$6,352,306","$6,653,715",2018,Fahrenheit 11/9_2018
4329,30,1989-07-21,UHF,"$5,000,000","$6,157,157","$6,157,157",1989,UHF_1989
4330,31,2010-05-28,Sea Rex 3D: Journey to a Prehistoric World,"$5,000,000","$6,096,582","$16,515,203",2010,Sea Rex 3D: Journey to a Prehistoric World_2010
4331,32,2006-01-06,Grandmaâs Boy,"$5,000,000","$6,090,172","$6,590,172",2006,Grandmaâs Boy_2006
4332,33,1998-08-14,Slums of Beverly Hills,"$5,000,000","$5,502,773","$5,502,773",1998,Slums of Beverly Hills_1998
4333,34,1969-05-28,Once Upon a Time in the West,"$5,000,000","$5,321,508","$5,378,425",1969,Once Upon a Time in the West_1969
4334,35,2001-07-13,Made,"$5,000,000","$5,308,707","$5,476,060",2001,Made_2001
4335,36,2004-11-19,La mala educaciÃ³n,"$5,000,000","$5,211,842","$40,311,842",2004,La mala educaciÃ³n_2004
4336,37,2009-06-12,Moon,"$5,000,000","$5,010,163","$10,676,073",2009,Moon_2009
4337,38,2015-09-11,90 Minutes in Heaven,"$5,000,000","$4,816,142","$4,816,142",2015,90 Minutes in Heaven_2015
4338,39,2016-12-02,Incarnate,"$5,000,000","$4,799,774","$9,371,036",2016,Incarnate_2016
4339,40,2006-05-12,Keeping Up with the Steins,"$5,000,000","$4,339,241","$4,414,753",2006,Keeping Up with the Steins_2006
4340,41,1997-10-10,The Sweet Hereafter,"$5,000,000","$4,306,697","$7,951,247",1997,The Sweet Hereafter_1997
4341,42,2008-08-06,Bottle Shock,"$5,000,000","$4,078,607","$4,815,890",2008,Bottle Shock_2008
4342,43,2011-02-25,Des Hommes et Des Dieux,"$5,000,000","$3,954,651","$46,263,525",2011,Des Hommes et Des Dieux_2011
4343,44,1982-08-27,Jekyll and Hyde... Together Again,"$5,000,000","$3,707,583","$3,707,583",1982,Jekyll and Hyde... Together Again_1982
4344,45,2017-03-03,Table 19,"$5,000,000","$3,614,896","$4,620,399",2017,Table 19_2017
4345,46,2016-04-15,Green Room,"$5,000,000","$3,220,371","$3,807,503",2016,Green Room_2016
4346,47,2018-03-09,Thoroughbreds,"$5,000,000","$3,072,605","$3,187,302",2018,Thoroughbreds_2018
4347,48,1994-11-16,Heavenly Creatures,"$5,000,000","$3,046,086","$5,438,120",1994,Heavenly Creatures_1994
4348,49,2016-03-04,The Other Side of the Door,"$5,000,000","$3,000,342","$12,905,107",2016,The Other Side of the Door_2016
4349,50,2011-05-13,Everything Must Go,"$5,000,000","$2,712,131","$2,821,010",2011,Everything Must Go_2011
4350,51,2014-10-10,Kill the Messenger,"$5,000,000","$2,450,846","$6,656,705",2014,Kill the Messenger_2014
4351,52,2010-12-17,Rabbit Hole,"$5,000,000","$2,229,058","$6,205,034",2010,Rabbit Hole_2010
4352,53,2015-10-23,Jem and the Holograms,"$5,000,000","$2,184,640","$2,368,937",2015,Jem and the Holograms_2015
4353,54,2016-12-28,Paterson,"$5,000,000","$2,141,423","$10,727,536",2016,Paterson_2016
4354,55,1998-01-30,Zero Effect,"$5,000,000","$2,080,693","$2,080,693",1998,Zero Effect_1998
4355,56,1992-04-24,A Midnight Clear,"$5,000,000","$1,526,697","$1,526,697",1992,A Midnight Clear_1992
4356,57,2004-10-22,The Machinist,"$5,000,000","$1,082,044","$8,655,397",2004,The Machinist_2004
4357,58,1992-09-21,Light Sleeper,"$5,000,000","$1,050,861","$1,050,861",1992,Light Sleeper_1992
4358,59,2008-07-25,American Teen,"$5,000,000","$942,441","$989,319",2008,American Teen_2008
4359,60,2014-09-12,Atlas Shrugged: Who Is John Galt?,"$5,000,000","$851,690","$851,690",2014,Atlas Shrugged: Who Is John Galt?_2014
4360,61,2003-08-29,Party Monster,"$5,000,000","$742,898","$894,030",2003,Party Monster_2003
4361,62,2006-07-14,The Oh in Ohio,"$5,000,000","$418,689","$648,183",2006,The Oh in Ohio_2006
4362,63,1996-02-21,Bottle Rocket,"$5,000,000","$407,488","$407,488",1996,Bottle Rocket_1996
4363,64,2013-08-16,Ain't Them Bodies Saints,"$5,000,000","$391,611","$1,075,009",2013,Ain't Them Bodies Saints_2013
4364,65,1997-01-17,Albino Alligator,"$5,000,000","$353,480","$353,480",1997,Albino Alligator_1997
4365,66,2014-09-26,Jimi: All is By My Side,"$5,000,000","$340,911","$927,074",2014,Jimi: All is By My Side_2014
4366,67,2007-08-03,"Gandhi, My Father","$5,000,000","$240,425","$2,015,004",2007,"Gandhi, My Father_2007"
4367,68,2008-04-25,Standard Operating Procedure,"$5,000,000","$228,830","$332,120",2008,Standard Operating Procedure_2008
4368,69,2011-09-30,Tucker & Dale vs. Evil,"$5,000,000","$223,838","$5,476,793",2011,Tucker & Dale vs. Evil_2011
4369,70,1998-03-27,No Looking Back,"$5,000,000","$143,273","$143,273",1998,No Looking Back_1998
4370,71,2015-08-07,Cop Car,"$5,000,000","$134,552","$143,658",2015,Cop Car_2015
4371,72,2010-09-10,"Lovely, Still","$5,000,000","$127,564","$282,687",2010,"Lovely, Still_2010"
4372,73,2003-06-13,Tycoon,"$5,000,000","$121,016","$121,016",2003,Tycoon_2003
4373,74,1999-06-04,Desert Blue,"$5,000,000","$99,147","$99,147",1999,Desert Blue_1999
4374,75,2004-02-27,Decoys,"$5,000,000","$84,733","$96,760",2004,Decoys_2004
4375,76,2008-05-30,Stuck,"$5,000,000","$67,505","$67,505",2008,Stuck_2008
4376,77,2007-11-16,Redacted,"$5,000,000","$65,388","$861,325",2007,Redacted_2007
4377,78,2014-10-17,Rudderless,"$5,000,000","$56,001","$567,219",2014,Rudderless_2014
4378,79,2005-01-28,Fascination,"$5,000,000","$16,670","$83,356",2005,Fascination_2005
4379,80,2009-08-14,Grace,"$5,000,000","$8,297","$8,297",2009,Grace_2009
4380,81,2015-05-15,Area 51,"$5,000,000","$7,556","$7,556",2015,Area 51_2015
4381,82,2012-10-26,Mientras duermes,"$5,000,000",$0,"$9,109,597",2012,Mientras duermes_2012
4382,83,2009-07-07,Flying By,"$5,000,000",$0,"$4,568,257",2009,Flying By_2009
4383,84,2008-12-31,The Cottage,"$5,000,000",$0,"$1,504,960",2008,The Cottage_2008
4384,85,2014-12-05,Dying of the Light,"$5,000,000",$0,"$74,639",2014,Dying of the Light_2014
4385,86,2016-09-02,Yoga Hosers,"$5,000,000",$0,"$22,958",2016,Yoga Hosers_2016
4386,87,2009-02-17,Dead Like Me: Life After Death,"$5,000,000",$0,$0,2009,Dead Like Me: Life After Death_2009
4387,88,2007-01-30,Farce of the Penguins,"$5,000,000",$0,$0,2007,Farce of the Penguins_2007
4388,89,2010-12-31,Psych 9,"$5,000,000",$0,$0,2010,Psych 9_2010
4389,90,2014-11-21,Reach Me,"$5,000,000",$0,$0,2014,Reach Me_2014
4390,91,2014-08-18,Henry & Me,"$5,000,000",$0,$0,2014,Henry & Me_2014
4391,92,2015-01-27,Born of War,"$5,000,000",$0,$0,2015,Born of War_2015
4392,93,2015-01-09,Let's Kill Ward's Wife,"$5,000,000",$0,$0,2015,Let's Kill Ward's Wife_2015
4393,94,2015-01-13,Capricorn One,"$5,000,000",$0,$0,2015,Capricorn One_2015
4394,95,2011-12-31,We Have Your Husband,"$5,000,000",$0,$0,2011,We Have Your Husband_2011
4395,96,2012-12-31,Should've Been Romeo,"$5,000,000",$0,$0,2012,Should've Been Romeo_2012
4396,97,2015-12-31,Aztec Warrior,"$5,000,000",$0,$0,2015,Aztec Warrior_2015
4397,98,2015-09-25,Navy SEAL vs. Zombies,"$5,000,000",$0,$0,2015,Navy SEAL vs. Zombies_2015
4398,99,2016-03-15,The Hatching,"$5,000,000",$0,$0,2016,The Hatching_2016
4399,100,2015-10-27,Running Forever,"$5,000,000",$0,$0,2015,Running Forever_2015
4400,1,2015-01-23,Mommy,"$4,900,000","$3,498,695","$17,536,004",2015,Mommy_2015
4401,2,2008-08-29,Obsluhoval jsem anglickÃ©ho krÃ¡le,"$4,900,000","$617,228","$7,174,984",2008,Obsluhoval jsem anglickÃ©ho krÃ¡le_2008
4402,3,2010-08-20,Soul Kitchen,"$4,900,000","$276,901","$23,347,461",2010,Soul Kitchen_2010
4403,4,2012-08-17,The Awakening,"$4,900,000","$95,933","$6,924,321",2012,The Awakening_2012
4404,5,2008-01-18,All Hat,"$4,900,000","$15,198","$15,198",2008,All Hat_2008
4405,6,1996-11-20,Sling Blade,"$4,833,610","$24,475,416","$34,175,000",1996,Sling Blade_1996
4406,7,2006-01-06,Hostel,"$4,800,000","$47,326,473","$82,241,110",2006,Hostel_2006
4407,8,2013-07-19,Only God Forgives,"$4,800,000","$775,849","$4,494,560",2013,Only God Forgives_2013
4408,9,2011-09-30,Take Shelter,"$4,750,000","$1,728,953","$4,972,016",2011,Take Shelter_2011
4409,10,2006-01-27,Tristram Shandy: A Cock and Bull Story,"$4,750,000","$1,253,413","$3,061,763",2006,Tristram Shandy: A Cock and Bull Story_2006
4410,11,1986-08-22,The Texas Chainsaw Massacre 2,"$4,700,000","$8,025,872","$8,025,872",1986,The Texas Chainsaw Massacre 2_1986
